,Movie Name,Year of Release,Watch Time,Movie Rating,Metascore of movie,Certificate,Votes,Gross,Description,Director,Stars
292,Fanny och Alexander,(1982),188 min,8.1,100        ,A,"61,458",$4.97M,"Two young Swedish children in the 1900s experience the many comedies and tragedies of their lively and affectionate theatrical family, the Ekdahls.",Ingmar Bergman,"['Bertil Guve', 'Pernilla Allwin', 'Kristina Adolphson', 'Börje Ahlstedt']"
293,Blade Runner,(1982),117 min,8.1,84        ,UA,"730,139",$32.87M,"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.",Ridley Scott,"['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Edward James Olmos']"
294,The Elephant Man,(1980),124 min,8.1,78        ,UA,"232,294",%^%^%^,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",David Lynch,"['Anthony Hopkins', 'John Hurt', 'Anne Bancroft', 'John Gielgud']"
295,Stalker,(1979),162 min,8.1,****,U,"127,756",$0.23M,A guide leads two men through an area known as the Zone to find a room that grants wishes.,Andrei Tarkovsky,"['Alisa Freyndlikh', 'Aleksandr Kaydanovskiy', 'Anatoliy Solonitsyn', 'Nikolay Grinko']"
296,Life of Brian,(1979),94 min,8.1,77        ,****,"384,417",$20.05M,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",Terry Jones,"['Graham Chapman', 'John Cleese', 'Michael Palin', 'Terry Gilliam']"
297,The Deer Hunter,(1978),183 min,8.1,86        ,A,"326,877",$48.98M,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,Michael Cimino,"['Robert De Niro', 'Christopher Walken', 'John Cazale', 'John Savage']"
298,Rocky,(1976),120 min,8.1,70        ,U,"544,836",$117.24M,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,John G. Avildsen,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']"
299,Network,(1976),121 min,8.1,83        ,UA,"153,458",%^%^%^,"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.",Sidney Lumet,"['Faye Dunaway', 'William Holden', 'Peter Finch', 'Robert Duvall']"
300,Barry Lyndon,(1975),185 min,8.1,89        ,U,"159,942",%^%^%^,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.,Stanley Kubrick,"[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger']"
301,Zerkalo,(1975),107 min,8.1,80        ,****,"44,017",$0.18M,"A dying man in his forties remembers his past. His childhood, his mother, the war, personal moments and things that tell of the recent history of all the Russian nation.",Andrei Tarkovsky,"['Margarita Terekhova', 'Filipp Yankovskiy', 'Ignat Daniltsev', 'Oleg Yankovskiy']"
